location	n	sample
136047300	10	ERR753372_chr5
137639998	7	ERR753372_chr5
137808752	6	ERR753372_chr5
137906167	6	ERR753372_chr5
137908828	6	ERR753372_chr5
138011809	6	ERR753372_chr5
138036518	14	ERR753372_chr5
138090758	4	ERR753372_chr5
138140098	5	ERR753372_chr5
138140727	5	ERR753372_chr5
138171201	18	ERR753372_chr5
138213120	8	ERR753372_chr5
138372745	3	ERR753372_chr5
138419006	5	ERR753372_chr5
138510466	8	ERR753372_chr5
138782249	13	ERR753372_chr5
139392794	15	ERR753372_chr5
139437401	9	ERR753372_chr5
139439484	15	ERR753372_chr5
139472784	18	ERR753372_chr5
139478334	23	ERR753372_chr5
139481561	23	ERR753372_chr5
140557395	25	ERR753372_chr5
140560648	31	ERR753372_chr5
140561643	31	ERR753372_chr5
140561733	31	ERR753372_chr5
140668682	18	ERR753372_chr5
140698114	23	ERR753372_chr5
140802149	17	ERR753372_chr5
140807072	15	ERR753372_chr5
140807737	15	ERR753372_chr5
140876207	25	ERR753372_chr5
140927699	25	ERR753372_chr5
140967468	26	ERR753372_chr5
141101254	14	ERR753372_chr5
141122595	6	ERR753372_chr5
141150948	7	ERR753372_chr5
141187690	11	ERR753372_chr5
141188452	11	ERR753372_chr5
141235300	7	ERR753372_chr5
141303698	3	ERR753372_chr5
141319490	7	ERR753372_chr5
141344493	7	ERR753372_chr5
141345024	6	ERR753372_chr5
141355648	12	ERR753372_chr5
141356907	10	ERR753372_chr5
141365657	12	ERR753372_chr5
141371561	13	ERR753372_chr5
141371822	13	ERR753372_chr5
141383462	16	ERR753372_chr5
141384321	15	ERR753372_chr5
141388335	18	ERR753372_chr5
141388422	17	ERR753372_chr5
141389142	16	ERR753372_chr5
141393821	17	ERR753372_chr5
141398689	19	ERR753372_chr5
141404029	19	ERR753372_chr5
141404488	19	ERR753372_chr5
141410366	20	ERR753372_chr5
141413440	22	ERR753372_chr5
141418063	27	ERR753372_chr5
141427469	26	ERR753372_chr5
141427689	26	ERR753372_chr5
141478231	31	ERR753372_chr5
141491682	30	ERR753372_chr5
141576210	6	ERR753372_chr5
141626120	17	ERR753372_chr5
141636721	22	ERR753372_chr5
141640263	19	ERR753372_chr5
141656388	6	ERR753372_chr5
141679591	5	ERR753372_chr5
141680082	6	ERR753372_chr5
141680301	6	ERR753372_chr5
141924749	4	ERR753372_chr5
141945684	3	ERR753372_chr5
141955676	7	ERR753372_chr5
141955719	7	ERR753372_chr5
141956699	6	ERR753372_chr5
141957561	7	ERR753372_chr5
141957660	7	ERR753372_chr5
141984946	9	ERR753372_chr5
141985072	9	ERR753372_chr5
142153497	4	ERR753372_chr5
143013997	11	ERR753372_chr5
143037176	13	ERR753372_chr5
143041850	10	ERR753372_chr5
145764856	6	ERR753372_chr5
145817848	6	ERR753372_chr5
146013801	2	ERR753372_chr5
146060084	5	ERR753372_chr5
146062640	5	ERR753372_chr5
146143349	30	ERR753372_chr5
146458877	7	ERR753372_chr5
146510465	11	ERR753372_chr5
146697963	19	ERR753372_chr5
147054497	10	ERR753372_chr5
147384505	7	ERR753372_chr5
147591690	10	ERR753372_chr5
147906491	4	ERR753372_chr5
147922621	1	ERR753372_chr5
148088671	11	ERR753372_chr5
148089051	11	ERR753372_chr5
148089408	11	ERR753372_chr5
148095823	11	ERR753372_chr5
148097988	11	ERR753372_chr5
148099222	10	ERR753372_chr5
148100428	10	ERR753372_chr5
148100444	10	ERR753372_chr5
148100464	10	ERR753372_chr5
148100549	10	ERR753372_chr5
148101392	9	ERR753372_chr5
148101455	9	ERR753372_chr5
148101867	10	ERR753372_chr5
148107114	7	ERR753372_chr5
148108804	7	ERR753372_chr5
148118456	6	ERR753372_chr5
148118960	6	ERR753372_chr5
148119089	6	ERR753372_chr5
148119200	6	ERR753372_chr5
148120053	6	ERR753372_chr5
148120107	6	ERR753372_chr5
148125553	6	ERR753372_chr5
148125664	7	ERR753372_chr5
148131213	3	ERR753372_chr5
148131303	3	ERR753372_chr5
148169600	3	ERR753372_chr5
148213934	4	ERR753372_chr5
148323853	12	ERR753372_chr5
148402169	13	ERR753372_chr5
148409235	9	ERR753372_chr5
148425557	7	ERR753372_chr5
148476770	7	ERR753372_chr5
149299738	8	ERR753372_chr5
149618123	4	ERR753372_chr5
149620476	1	ERR753372_chr5
149830926	5	ERR753372_chr5
149896810	3	ERR753372_chr5
149903843	4	ERR753372_chr5
149981314	4	ERR753372_chr5
149981658	4	ERR753372_chr5
149995369	6	ERR753372_chr5
150000596	7	ERR753372_chr5
150026708	7	ERR753372_chr5
150047824	5	ERR753372_chr5
150051696	10	ERR753372_chr5
150056196	10	ERR753372_chr5
150078115	6	ERR753372_chr5
150203737	2	ERR753372_chr5
150203773	2	ERR753372_chr5
150205462	2	ERR753372_chr5
150223045	20	ERR753372_chr5
150265034	21	ERR753372_chr5
150375777	19	ERR753372_chr5
150527971	2	ERR753372_chr5
150528040	2	ERR753372_chr5
150540177	3	ERR753372_chr5
150672396	12	ERR753372_chr5
150699394	8	ERR753372_chr5
150932211	6	ERR753372_chr5
151109829	8	ERR753372_chr5
151117292	8	ERR753372_chr5
151185447	6	ERR753372_chr5
151186163	6	ERR753372_chr5
151507164	3	ERR753372_chr5
151521550	3	ERR753372_chr5
151521700	4	ERR753372_chr5
151521739	4	ERR753372_chr5
151543844	1	ERR753372_chr5
151545208	1	ERR753372_chr5
151545583	1	ERR753372_chr5
151563358	1	ERR753372_chr5
151565922	1	ERR753372_chr5
151566138	1	ERR753372_chr5
151566301	1	ERR753372_chr5
151566370	1	ERR753372_chr5
151566875	1	ERR753372_chr5
151567212	2	ERR753372_chr5
151567219	2	ERR753372_chr5
151567405	1	ERR753372_chr5
152392256	4	ERR753372_chr5
153992965	6	ERR753372_chr5
154033830	14	ERR753372_chr5
154049899	12	ERR753372_chr5
154053173	10	ERR753372_chr5
154053410	10	ERR753372_chr5
154329483	8	ERR753372_chr5
154596016	2	ERR753372_chr5
154814175	12	ERR753372_chr5
154889342	2	ERR753372_chr5
154892388	3	ERR753372_chr5
154898591	2	ERR753372_chr5
154899328	1	ERR753372_chr5
154907555	1	ERR753372_chr5
154911659	1	ERR753372_chr5
154911849	1	ERR753372_chr5
154921380	1	ERR753372_chr5
154927412	2	ERR753372_chr5
155015598	1	ERR753372_chr5
155492190	1	ERR753372_chr5
155492575	1	ERR753372_chr5
155492650	1	ERR753372_chr5
156393706	4	ERR753372_chr5
156963286	3	ERR753372_chr5
157037201	6	ERR753372_chr5
157052413	5	ERR753372_chr5
157052498	5	ERR753372_chr5
157055448	5	ERR753372_chr5
157162388	3	ERR753372_chr5
157320661	9	ERR753372_chr5
157335237	8	ERR753372_chr5
157472861	8	ERR753372_chr5
157490294	4	ERR753372_chr5
157518841	3	ERR753372_chr5
157572332	6	ERR753372_chr5
160078201	4	ERR753372_chr5
160238592	4	ERR753372_chr5
160238719	4	ERR753372_chr5
160238726	4	ERR753372_chr5
160404796	6	ERR753372_chr5
160617848	5	ERR753372_chr5
160670422	5	ERR753372_chr5
160670446	5	ERR753372_chr5
160670489	5	ERR753372_chr5
161692065	9	ERR753372_chr5
161692119	9	ERR753372_chr5
161701755	3	ERR753372_chr5
162101372	26	ERR753372_chr5
162152435	25	ERR753372_chr5
163469644	8	ERR753372_chr5
163482710	6	ERR753372_chr5
163513733	33	ERR753372_chr5
163513993	33	ERR753372_chr5
168530050	2	ERR753372_chr5
168671458	8	ERR753372_chr5
168785946	6	ERR753372_chr5
169594606	14	ERR753372_chr5
169601477	3	ERR753372_chr5
169604146	2	ERR753372_chr5
170108518	2	ERR753372_chr5
170483080	4	ERR753372_chr5
170722670	8	ERR753372_chr5
170733745	8	ERR753372_chr5
170735662	8	ERR753372_chr5
171392883	32	ERR753372_chr5
172045571	3	ERR753372_chr5
172422467	4	ERR753372_chr5
172769708	6	ERR753372_chr5
172867191	18	ERR753372_chr5
172909613	24	ERR753372_chr5
172920437	27	ERR753372_chr5
172968661	6	ERR753372_chr5
172969391	6	ERR753372_chr5
174725097	3	ERR753372_chr5
174729165	2	ERR753372_chr5
174751771	3	ERR753372_chr5
176577475	3	ERR753372_chr5
176578476	11	ERR753372_chr5
176598937	4	ERR753372_chr5
176629528	12	ERR753372_chr5
176654590	9	ERR753372_chr5
176654906	9	ERR753372_chr5
176878465	7	ERR753372_chr5
176906125	8	ERR753372_chr5
176907194	8	ERR753372_chr5
176951573	6	ERR753372_chr5
176955994	6	ERR753372_chr5
176975400	10	ERR753372_chr5
177090291	15	ERR753372_chr5
177090325	15	ERR753372_chr5
177090460	15	ERR753372_chr5
177090796	15	ERR753372_chr5
177091783	15	ERR753372_chr5
177294197	12	ERR753372_chr5
177306115	27	ERR753372_chr5
177306615	26	ERR753372_chr5
177310719	17	ERR753372_chr5
177404084	17	ERR753372_chr5
177404118	16	ERR753372_chr5
177405197	16	ERR753372_chr5
177409531	10	ERR753372_chr5
177458177	12	ERR753372_chr5
177489515	16	ERR753372_chr5
177490077	15	ERR753372_chr5
177503134	10	ERR753372_chr5
177512687	36	ERR753372_chr5
177512734	36	ERR753372_chr5
177513870	36	ERR753372_chr5
177523878	13	ERR753372_chr5
177524275	13	ERR753372_chr5
177592687	8	ERR753372_chr5
177604966	9	ERR753372_chr5
177608963	10	ERR753372_chr5
177609042	10	ERR753372_chr5
177971517	3	ERR753372_chr5
177971535	3	ERR753372_chr5
177992966	1	ERR753372_chr5
177995875	2	ERR753372_chr5
178120246	1	ERR753372_chr5
178143758	13	ERR753372_chr5
178147900	17	ERR753372_chr5
178185982	2	ERR753372_chr5
178186122	2	ERR753372_chr5
178186167	2	ERR753372_chr5
178229899	15	ERR753372_chr5
178259814	7	ERR753372_chr5
178288290	7	ERR753372_chr5
178613918	11	ERR753372_chr5
178883445	5	ERR753372_chr5
178941465	5	ERR753372_chr5
178964901	3	ERR753372_chr5
178980025	6	ERR753372_chr5
178980291	6	ERR753372_chr5
178983150	7	ERR753372_chr5
178983212	7	ERR753372_chr5
178983233	7	ERR753372_chr5
178983737	7	ERR753372_chr5
178992287	5	ERR753372_chr5
179207618	4	ERR753372_chr5
179343980	5	ERR753372_chr5
179524597	3	ERR753372_chr5
179594981	10	ERR753372_chr5
179616074	44	ERR753372_chr5
179642550	8	ERR753372_chr5
179651939	2	ERR753372_chr5
179709137	47	ERR753372_chr5
179766597	3	ERR753372_chr5
179791841	9	ERR753372_chr5
179833153	16	ERR753372_chr5
179837731	25	ERR753372_chr5
179840783	24	ERR753372_chr5
179853379	20	ERR753372_chr5
179860576	30	ERR753372_chr5
180614001	9	ERR753372_chr5
180614008	9	ERR753372_chr5
180614208	9	ERR753372_chr5
180619344	10	ERR753372_chr5
180739461	1	ERR753372_chr5
180849402	7	ERR753372_chr5
180851393	7	ERR753372_chr5
180947534	12	ERR753372_chr5
181055795	9	ERR753372_chr5
181055899	9	ERR753372_chr5
181059785	6	ERR753372_chr5
181155604	2	ERR753372_chr5
181155980	2	ERR753372_chr5
795949	3	ERR753373_chr5
5460456	1	ERR753373_chr5
5460506	1	ERR753373_chr5
5462035	1	ERR753373_chr5
7743674	2	ERR753373_chr5
7826567	4	ERR753373_chr5
7835442	2	ERR753373_chr5
7862813	11	ERR753373_chr5
7867917	23	ERR753373_chr5
10239166	7	ERR753373_chr5
10254705	22	ERR753373_chr5
13735783	2	ERR753373_chr5
13737335	2	ERR753373_chr5
14377959	6	ERR753373_chr5
14797515	4	ERR753373_chr5
14797551	4	ERR753373_chr5
16177698	4	ERR753373_chr5
16477642	19	ERR753373_chr5
16478091	20	ERR753373_chr5
16765984	3	ERR753373_chr5
16902403	7	ERR753373_chr5
19721381	8	ERR753373_chr5
21497162	9	ERR753373_chr5
21760493	6	ERR753373_chr5
26988221	4	ERR753373_chr5
26988317	4	ERR753373_chr5
31510999	5	ERR753373_chr5
32379104	4	ERR753373_chr5
32403241	2	ERR753373_chr5
33615799	4	ERR753373_chr5
33951588	4	ERR753373_chr5
34945707	14	ERR753373_chr5
35039332	5	ERR753373_chr5
35039381	5	ERR753373_chr5
35708993	9	ERR753373_chr5
35709082	9	ERR753373_chr5
35910317	5	ERR753373_chr5
36201234	15	ERR753373_chr5
36253835	3	ERR753373_chr5
36269449	4	ERR753373_chr5
36686302	27	ERR753373_chr5
37364341	4	ERR753373_chr5
37506230	6	ERR753373_chr5
37506445	7	ERR753373_chr5
37724888	10	ERR753373_chr5
38950674	4	ERR753373_chr5
38990855	6	ERR753373_chr5
39108207	8	ERR753373_chr5
39108220	8	ERR753373_chr5
39119621	6	ERR753373_chr5
40852946	2	ERR753373_chr5
40949895	7	ERR753373_chr5
40955459	7	ERR753373_chr5
40957925	7	ERR753373_chr5
40964714	9	ERR753373_chr5
40964783	9	ERR753373_chr5
41045733	5	ERR753373_chr5
41048431	5	ERR753373_chr5
41049287	5	ERR753373_chr5
41049295	5	ERR753373_chr5
41061614	4	ERR753373_chr5
41061769	4	ERR753373_chr5
41069750	2	ERR753373_chr5
41070738	2	ERR753373_chr5
41199857	7	ERR753373_chr5
43297042	7	ERR753373_chr5
43492163	7	ERR753373_chr5
50633317	1	ERR753373_chr5
50633516	1	ERR753373_chr5
53485767	5	ERR753373_chr5
53646367	6	ERR753373_chr5
54857975	2	ERR753373_chr5
54979291	3	ERR753373_chr5
55261610	3	ERR753373_chr5
55274855	4	ERR753373_chr5
55397546	2	ERR753373_chr5
55410498	3	ERR753373_chr5
55530580	6	ERR753373_chr5
55669685	17	ERR753373_chr5
55698001	16	ERR753373_chr5
55853579	10	ERR753373_chr5
55950173	25	ERR753373_chr5
57230956	6	ERR753373_chr5
57235934	7	ERR753373_chr5
57319524	1	ERR753373_chr5
59002054	14	ERR753373_chr5
59193558	15	ERR753373_chr5
60603586	4	ERR753373_chr5
60787448	7	ERR753373_chr5
62347110	18	ERR753373_chr5
62347989	17	ERR753373_chr5
62358360	18	ERR753373_chr5
62361401	16	ERR753373_chr5
62361550	16	ERR753373_chr5
62377843	16	ERR753373_chr5
62381075	16	ERR753373_chr5
62381084	16	ERR753373_chr5
62398552	18	ERR753373_chr5
62402032	20	ERR753373_chr5
65018052	12	ERR753373_chr5
65552585	13	ERR753373_chr5
65569831	12	ERR753373_chr5
65586109	12	ERR753373_chr5
65594652	3	ERR753373_chr5
65777397	6	ERR753373_chr5
65812388	6	ERR753373_chr5
66021353	25	ERR753373_chr5
67133501	4	ERR753373_chr5
67184176	2	ERR753373_chr5
71510630	3	ERR753373_chr5
71510822	3	ERR753373_chr5
71510884	3	ERR753373_chr5
71513342	3	ERR753373_chr5
73576941	5	ERR753373_chr5
73795403	6	ERR753373_chr5
73904421	9	ERR753373_chr5
74930206	3	ERR753373_chr5
74930317	3	ERR753373_chr5
75692544	8	ERR753373_chr5
75707853	13	ERR753373_chr5
76627460	14	ERR753373_chr5
76627469	14	ERR753373_chr5
76627482	14	ERR753373_chr5
76627568	14	ERR753373_chr5
76637044	10	ERR753373_chr5
76637140	10	ERR753373_chr5
76665000	9	ERR753373_chr5
76665040	9	ERR753373_chr5
76832696	3	ERR753373_chr5
77438259	11	ERR753373_chr5
78129204	20	ERR753373_chr5
79044434	5	ERR753373_chr5
80320264	3	ERR753373_chr5
80438478	10	ERR753373_chr5
80438590	10	ERR753373_chr5
80448002	9	ERR753373_chr5
80449650	10	ERR753373_chr5
80854162	6	ERR753373_chr5
80873118	5	ERR753373_chr5
83579981	8	ERR753373_chr5
88203032	12	ERR753373_chr5
90622517	7	ERR753373_chr5
90629159	7	ERR753373_chr5
90642770	5	ERR753373_chr5
90647754	4	ERR753373_chr5
90658032	6	ERR753373_chr5
90683701	6	ERR753373_chr5
90683772	6	ERR753373_chr5
90694507	8	ERR753373_chr5
90711379	8	ERR753373_chr5
90716797	8	ERR753373_chr5
90719975	8	ERR753373_chr5
90725051	6	ERR753373_chr5
90728918	6	ERR753373_chr5
90756555	7	ERR753373_chr5
90823507	6	ERR753373_chr5
90855772	7	ERR753373_chr5
94386345	4	ERR753373_chr5
94417312	4	ERR753373_chr5
94714742	8	ERR753373_chr5
94714782	8	ERR753373_chr5
95682678	7	ERR753373_chr5
96790494	8	ERR753373_chr5
110948785	1	ERR753373_chr5
110948792	1	ERR753373_chr5
110949720	1	ERR753373_chr5
111121006	1	ERR753373_chr5
111376793	9	ERR753373_chr5
111449124	7	ERR753373_chr5
112209973	7	ERR753373_chr5
112827157	8	ERR753373_chr5
112828864	8	ERR753373_chr5
112840073	7	ERR753373_chr5
112840862	7	ERR753373_chr5
112841059	7	ERR753373_chr5
112841474	7	ERR753373_chr5
113013373	4	ERR753373_chr5
113553911	3	ERR753373_chr5
115126658	3	ERR753373_chr5
116003389	5	ERR753373_chr5
116716490	1	ERR753373_chr5
119149109	3	ERR753373_chr5
119393258	7	ERR753373_chr5
122795387	6	ERR753373_chr5
122802013	7	ERR753373_chr5
123173503	4	ERR753373_chr5
123346640	20	ERR753373_chr5
123346654	20	ERR753373_chr5
129527778	4	ERR753373_chr5
129527825	4	ERR753373_chr5
131647075	3	ERR753373_chr5
131672501	4	ERR753373_chr5
131731032	4	ERR753373_chr5
132327369	5	ERR753373_chr5
132334853	5	ERR753373_chr5
132702507	11	ERR753373_chr5
132703440	9	ERR753373_chr5
132711097	6	ERR753373_chr5
132734550	5	ERR753373_chr5
132934971	7	ERR753373_chr5
135940625	10	ERR753373_chr5
135941012	10	ERR753373_chr5
135941125	10	ERR753373_chr5
135941158	10	ERR753373_chr5
137906167	6	ERR753373_chr5
137908828	6	ERR753373_chr5
137923490	4	ERR753373_chr5
137946019	6	ERR753373_chr5
138011809	6	ERR753373_chr5
138140727	5	ERR753373_chr5
138329634	11	ERR753373_chr5
138566650	23	ERR753373_chr5
141331138	7	ERR753373_chr5
141371561	13	ERR753373_chr5
141404029	19	ERR753373_chr5
141478231	31	ERR753373_chr5
146120433	24	ERR753373_chr5
146140258	27	ERR753373_chr5
146143349	30	ERR753373_chr5
146143542	29	ERR753373_chr5
146153855	26	ERR753373_chr5
146164409	25	ERR753373_chr5
147632728	11	ERR753373_chr5
148108804	7	ERR753373_chr5
148125664	7	ERR753373_chr5
148131303	3	ERR753373_chr5
148213934	4	ERR753373_chr5
149981314	4	ERR753373_chr5
151545583	1	ERR753373_chr5
151566875	1	ERR753373_chr5
152392256	4	ERR753373_chr5
154889342	2	ERR753373_chr5
154921380	1	ERR753373_chr5
157037201	6	ERR753373_chr5
157052413	5	ERR753373_chr5
157052498	5	ERR753373_chr5
157052558	5	ERR753373_chr5
157472861	8	ERR753373_chr5
160424204	9	ERR753373_chr5
161692065	9	ERR753373_chr5
162152435	25	ERR753373_chr5
163513733	33	ERR753373_chr5
167755050	8	ERR753373_chr5
168218883	8	ERR753373_chr5
168516822	2	ERR753373_chr5
170266854	4	ERR753373_chr5
171183269	11	ERR753373_chr5
171392883	32	ERR753373_chr5
172200769	2	ERR753373_chr5
172968405	6	ERR753373_chr5
172969391	6	ERR753373_chr5
176951573	6	ERR753373_chr5
177753235	30	ERR753373_chr5
178288290	7	ERR753373_chr5
179080068	2	ERR753373_chr5
179080089	2	ERR753373_chr5
179569434	9	ERR753373_chr5
5460456	1	ERR753374_chr5
5460506	1	ERR753374_chr5
5462035	1	ERR753374_chr5
16764225	3	ERR753374_chr5
33951588	4	ERR753374_chr5
35709082	9	ERR753374_chr5
36269449	4	ERR753374_chr5
53646367	6	ERR753374_chr5
55950173	25	ERR753374_chr5
57230956	6	ERR753374_chr5
59002054	14	ERR753374_chr5
62347989	17	ERR753374_chr5
62381075	16	ERR753374_chr5
62381084	16	ERR753374_chr5
62398552	18	ERR753374_chr5
67133501	4	ERR753374_chr5
71510630	3	ERR753374_chr5
71510822	3	ERR753374_chr5
71510884	3	ERR753374_chr5
73576941	5	ERR753374_chr5
80438478	10	ERR753374_chr5
80438590	10	ERR753374_chr5
80449650	10	ERR753374_chr5
80519839	3	ERR753374_chr5
80522079	3	ERR753374_chr5
80672439	6	ERR753374_chr5
80672452	6	ERR753374_chr5
83579981	8	ERR753374_chr5
90642770	5	ERR753374_chr5
90647754	4	ERR753374_chr5
90683772	6	ERR753374_chr5
90725051	6	ERR753374_chr5
90756555	7	ERR753374_chr5
90823507	6	ERR753374_chr5
90855772	7	ERR753374_chr5
113553911	3	ERR753374_chr5
113564005	3	ERR753374_chr5
116003389	5	ERR753374_chr5
116005941	5	ERR753374_chr5
129527778	4	ERR753374_chr5
131647075	3	ERR753374_chr5
131672501	4	ERR753374_chr5
135940625	10	ERR753374_chr5
135941012	10	ERR753374_chr5
135941158	10	ERR753374_chr5
148101392	9	ERR753374_chr5
148108804	7	ERR753374_chr5
148125553	6	ERR753374_chr5
148125664	7	ERR753374_chr5
148131303	3	ERR753374_chr5
157052498	5	ERR753374_chr5
162152435	25	ERR753374_chr5
163513733	33	ERR753374_chr5
168516822	2	ERR753374_chr5
171183269	11	ERR753374_chr5
224303	10	ERR753375_chr5
795949	3	ERR753375_chr5
5146222	4	ERR753375_chr5
5239808	3	ERR753375_chr5
5239889	3	ERR753375_chr5
5460456	1	ERR753375_chr5
5460506	1	ERR753375_chr5
5462035	1	ERR753375_chr5
6602431	10	ERR753375_chr5
6605419	8	ERR753375_chr5
7757592	1	ERR753375_chr5
7862813	11	ERR753375_chr5
7866854	23	ERR753375_chr5
7867917	23	ERR753375_chr5
9066352	2	ERR753375_chr5
10239166	7	ERR753375_chr5
10254705	22	ERR753375_chr5
10264850	12	ERR753375_chr5
13701218	3	ERR753375_chr5
13701416	3	ERR753375_chr5
13701427	3	ERR753375_chr5
13718980	3	ERR753375_chr5
13829499	3	ERR753375_chr5
13829690	3	ERR753375_chr5
13844936	2	ERR753375_chr5
13859634	4	ERR753375_chr5
13865871	4	ERR753375_chr5
13867710	4	ERR753375_chr5
13867742	4	ERR753375_chr5
13931231	10	ERR753375_chr5
14462707	9	ERR753375_chr5
16477642	19	ERR753375_chr5
16673866	5	ERR753375_chr5
16764225	3	ERR753375_chr5
16765984	3	ERR753375_chr5
16902403	7	ERR753375_chr5
19721381	8	ERR753375_chr5
21482674	11	ERR753375_chr5
21760493	6	ERR753375_chr5
21883992	6	ERR753375_chr5
24170408	3	ERR753375_chr5
28927027	4	ERR753375_chr5
28927056	4	ERR753375_chr5
28927088	4	ERR753375_chr5
28927102	4	ERR753375_chr5
31317387	3	ERR753375_chr5
31317422	3	ERR753375_chr5
31401340	6	ERR753375_chr5
31471980	9	ERR753375_chr5
31472010	9	ERR753375_chr5
31486433	6	ERR753375_chr5
31515266	5	ERR753375_chr5
31515550	5	ERR753375_chr5
31822761	4	ERR753375_chr5
32135493	4	ERR753375_chr5
32403241	2	ERR753375_chr5
32523237	2	ERR753375_chr5
33951588	4	ERR753375_chr5
34004602	6	ERR753375_chr5
34811032	18	ERR753375_chr5
34840736	11	ERR753375_chr5
34945017	14	ERR753375_chr5
35033500	4	ERR753375_chr5
35039332	5	ERR753375_chr5
35039381	5	ERR753375_chr5
35700496	8	ERR753375_chr5
35708993	9	ERR753375_chr5
35709082	9	ERR753375_chr5
35740084	4	ERR753375_chr5
35789062	9	ERR753375_chr5
35799892	6	ERR753375_chr5
35910427	5	ERR753375_chr5
36136247	2	ERR753375_chr5
36269449	4	ERR753375_chr5
37505885	5	ERR753375_chr5
37506230	6	ERR753375_chr5
37506434	7	ERR753375_chr5
37506445	7	ERR753375_chr5
37724888	10	ERR753375_chr5
38967275	6	ERR753375_chr5
39134193	5	ERR753375_chr5
39134315	5	ERR753375_chr5
40957925	7	ERR753375_chr5
40964783	9	ERR753375_chr5
40998094	7	ERR753375_chr5
40998133	7	ERR753375_chr5
40999798	7	ERR753375_chr5
41000241	7	ERR753375_chr5
41004294	7	ERR753375_chr5
41004705	7	ERR753375_chr5
41005689	6	ERR753375_chr5
41032896	4	ERR753375_chr5
41045666	5	ERR753375_chr5
41045733	5	ERR753375_chr5
41048431	5	ERR753375_chr5
41049287	5	ERR753375_chr5
41049295	5	ERR753375_chr5
41061614	4	ERR753375_chr5
41061769	4	ERR753375_chr5
43536753	8	ERR753375_chr5
50633317	1	ERR753375_chr5
50633622	1	ERR753375_chr5
50633652	1	ERR753375_chr5
52861540	7	ERR753375_chr5
53048780	6	ERR753375_chr5
53646367	6	ERR753375_chr5
53683267	5	ERR753375_chr5
54456158	2	ERR753375_chr5
54857975	2	ERR753375_chr5
55108187	3	ERR753375_chr5
55425814	5	ERR753375_chr5
55441963	5	ERR753375_chr5
55530580	6	ERR753375_chr5
55853579	10	ERR753375_chr5
55950173	25	ERR753375_chr5
56126854	4	ERR753375_chr5
56881616	2	ERR753375_chr5
56911296	12	ERR753375_chr5
57230956	6	ERR753375_chr5
58458981	18	ERR753375_chr5
58993507	13	ERR753375_chr5
59002054	14	ERR753375_chr5
59002064	14	ERR753375_chr5
59193558	15	ERR753375_chr5
61073256	7	ERR753375_chr5
61703941	41	ERR753375_chr5
62476708	4	ERR753375_chr5
62490109	3	ERR753375_chr5
65552585	13	ERR753375_chr5
65552615	13	ERR753375_chr5
65569831	12	ERR753375_chr5
65594652	3	ERR753375_chr5
65777397	6	ERR753375_chr5
65812388	6	ERR753375_chr5
67110315	5	ERR753375_chr5
67133501	4	ERR753375_chr5
67164562	5	ERR753375_chr5
67184176	2	ERR753375_chr5
68855112	8	ERR753375_chr5
69306919	6	ERR753375_chr5
69410611	19	ERR753375_chr5
71012424	8	ERR753375_chr5
71510630	3	ERR753375_chr5
71510822	3	ERR753375_chr5
71510884	3	ERR753375_chr5
71511131	3	ERR753375_chr5
71513342	3	ERR753375_chr5
71649248	37	ERR753375_chr5
71656679	35	ERR753375_chr5
71850930	1	ERR753375_chr5
71851055	1	ERR753375_chr5
71851062	1	ERR753375_chr5
72195135	5	ERR753375_chr5
72199079	4	ERR753375_chr5
72888271	8	ERR753375_chr5
73852656	8	ERR753375_chr5
73911547	8	ERR753375_chr5
74689296	5	ERR753375_chr5
74689390	5	ERR753375_chr5
